,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5
41, , ,https://namal.edu.pk/green-namal, , , , , , , 
42, , ,https://namal.edu.pk/news-events, , , , , , , 
43, , ,https://namal.edu.pk/apply, , , , , , , 
44, , ,, , , , , , , 
45, , ,https://www.namalknowledgecity.com/, , , , , , , 
46, , ,https://namal.edu.pk/academic-calendar, , , , , , , 
47, , ,https://namal.edu.pk/people#faculty, , , , , , , 
48, , ,https://namal.edu.pk/quality-enhancement-cell, , , , , , , 
49, , ,https://lms.namal.edu.pk/, , , , , , , 
50, , ,http://library.namal.edu.pk/, , , , , , , 
51, , ,https://namal.edu.pk/contact-us, , , , , , , 
52, , ,https://namal.edu.pk/workshops-and-seminars, , , , , , , 
53, , ,https://namal.edu.pk/facilities, , , , , , , 
54, , ,https://namal.edu.pk/green-namal, , , , , , , 
55, , ,#, , , , , , , 
56, , ,#, , , , , , , 
57, , ,/ckEditorImages/uploads/userfiles/Hostel Policies.pdf, , , , , , , 
58, , ,/ckEditorImages/uploads/userfiles/Library Policies.pdf, , , , , , , 
59, , ,/, , , , , , , 
60, , ,https://www.namalknowledgecity.com, , , , , , , 
61, , ,https://namal.edu.pk/apply, , , , , , , 
62, , ,/academic-calendar, , , , , , , 
63, , ,, , , , , , , 
64, , ,/people#faculty, , , , , , , 
65, , ,https://nulms.namal.edu.pk, , , , , , , 
66, , ,http://library.namal.edu.pk, , , , , , , 
67, , ,#!, , , , , , , 
68, , ,/facilities, , , , , , , 
69, , ,https://www.facebook.com/NAmalInstitute/, , , , , , , 
70, , ,https://twitter.com/namaledu, , , , , , , 
71, , ,https://www.instagram.com/namalknowledgecity/, , , , , , , 
72, , ,mailto:info@namal.edu.pk, , , , , , , 
73, , ,https://www.youtube.com/channel/UCWfFHczAYAn-mfqMgmmKsVQ, , , , , , , 
74, , ,https://forecast7.com/en/32d6771d81/namal/, , , , , , , 
75, , ,https://namal.edu.pk/, , , , , , , 
