,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5
69, , ,https://namal.edu.pk/apply, , , , , , , 
70, , ,/academic-calendar, , , , , , , 
71, , ,, , , , , , , 
72, , ,/people#faculty, , , , , , , 
73, , ,https://nulms.namal.edu.pk, , , , , , , 
74, , ,http://library.namal.edu.pk, , , , , , , 
75, , ,#!, , , , , , , 
76, , ,/facilities, , , , , , , 
77, , ,https://www.facebook.com/NAmalInstitute/, , , , , , , 
78, , ,https://twitter.com/namaledu, , , , , , , 
79, , ,https://www.instagram.com/namalknowledgecity/, , , , , , , 
80, , ,mailto:info@namal.edu.pk, , , , , , , 
81, , ,https://www.youtube.com/channel/UCWfFHczAYAn-mfqMgmmKsVQ, , , , , , , 
82, , ,https://forecast7.com/en/32d6771d81/namal/, , , , , , , 
83, , ,https://namal.edu.pk/, , , , , , , 
